OrphaCode,DiseaseName,AgeOfOnset,TypeOfInheritance
572768,Microcephaly-micromelia syndrome,Antenatal,Autosomal recessive
98523,Non-syndromic pontocerebellar hypoplasia,"Antenatal, Infancy, Neonatal",Autosomal recessive
572013,Posterior-predominant lissencephaly-broad flat pons and medulla-midline crossing defects syndrome,Infancy,Autosomal dominant
572333,Blepharophimosis-ptosis-epicanthus inversus syndrome plus,Antenatal,
572354,Blepharophimosis-ptosis-epicanthus inversus syndrome type 1,Antenatal,Autosomal recessive
570491,QRSL1-related combined oxidative phosphorylation defect,"Antenatal, Infancy, Neonatal",Autosomal recessive
570422,Galactose mutarotase deficiency,"Infancy, Neonatal",Autosomal recessive
570371,Bartter syndrome type 5,Antenatal,X-linked recessive
103918,Tropical pancreatitis,Childhood,
103910,Congenital enterocyte heparan sulfate deficiency,"Infancy, Neonatal",
103908,Congenital sodium diarrhea,"Antenatal, Neonatal","Autosomal dominant, Autosomal recessive"
103907,Chronic diarrhea due to glucoamylase deficiency,Childhood,
102724,Acute myeloid leukemia with t(8;21)(q22;q22) translocation,"Adolescent, Adult, Childhood",
101685,Rare non-syndromic intellectual disability,"Childhood, Infancy","Autosomal dominant, Autosomal recessive, X-linked dominant, X-linked recessive"
101150,Autosomal recessive dopa-responsive dystonia,"Infancy, Neonatal",Autosomal recessive
101109,Spinocerebellar ataxia type 28,Childhood,Autosomal dominant
664912,Neonatal renal venous thrombosis,"Antenatal, Neonatal",
664729,EBV-induced lymphoproliferative disease due to TET2 deficiency,Childhood,Autosomal recessive
664726,EBV-induced lymphoproliferative disease due to CD137 deficiency,Childhood,Autosomal recessive
101206,Pulmonary valve agenesis-tetralogy of Fallot-absence of ductus arteriosus syndrome,"Antenatal, Neonatal",
101085,Charcot-Marie-Tooth disease type 1F,"Childhood, Infancy",Autosomal dominant
662456,Isolated small intestine duplication,"Infancy, Neonatal",Not applicable
101081,Charcot-Marie-Tooth disease type 1A,Childhood,Autosomal dominant
662376,Isolated gastric duplication,"Adult, Childhood, Infancy, Neonatal",Not applicable
101082,Charcot-Marie-Tooth disease type 1B,"Adolescent, Adult, Childhood, Infancy",Autosomal dominant
662405,Isolated pyloric duplication,Neonatal,Not applicable
101083,Charcot-Marie-Tooth disease type 1C,"Adolescent, Adult, Childhood",Autosomal dominant
101084,Charcot-Marie-Tooth disease type 1D,"Adolescent, Adult, Childhood, Infancy",Autosomal dominant
662240,Frey syndrome,Infancy,Not applicable
101077,X-linked Charcot-Marie-Tooth disease type 3,"Adolescent, Childhood",X-linked recessive
101078,X-linked Charcot-Marie-Tooth disease type 4,"Childhood, Infancy, Neonatal",X-linked recessive
662367,NESCAV syndrome,"Childhood, Infancy",Autosomal dominant
662255,Grisel syndrome,Childhood,Not applicable
662216,Mucopolysaccharidosis type 10,Childhood,Autosomal recessive
662207,Neurodevelopmental delay-brain malformations-skeletal defects-intellectual disability syndrome,Infancy,Autosomal dominant
101075,X-linked Charcot-Marie-Tooth disease type 1,Childhood,X-linked dominant
101076,X-linked Charcot-Marie-Tooth disease type 2,"Childhood, Infancy",X-linked recessive
101102,Charcot-Marie-Tooth disease type 2H,Childhood,Autosomal recessive
101097,Autosomal recessive Charcot-Marie-Tooth disease with hoarseness,"Infancy, Neonatal",Autosomal recessive
675359,Anastomosing haemangioma,"Adolescent, Adult, Elderly, Infancy",
101046,Epilepsy with auditory features,"Adolescent, Adult, Childhood",Autosomal dominant
101068,Congenital stromal corneal dystrophy,Neonatal,Autosomal dominant
101071,Unilateral hemispheric polymicrogyria,"Antenatal, Infancy, Neonatal",
101070,Bilateral frontoparietal polymicrogyria,"Antenatal, Infancy, Neonatal",Autosomal recessive
101011,Autosomal dominant spastic paraplegia type 31,Childhood,Autosomal dominant
101028,Transaldolase deficiency,"Antenatal, Infancy, Neonatal",Autosomal recessive
101030,Subependymal nodular heterotopia,"Antenatal, Infancy, Neonatal",
101029,Sub-cortical nodular heterotopia,"Antenatal, Infancy, Neonatal",
100984,Autosomal dominant spastic paraplegia type 3,"Adult, Childhood",Autosomal dominant
685017,Combined immunodeficiency due to TBX1 deficiency,"Infancy, Neonatal",Autosomal dominant
100978,Cloverleaf skull-asphyxiating thoracic dysplasia syndrome,Neonatal,
100991,Autosomal dominant spastic paraplegia type 10,"Adolescent, Adult, Childhood",Autosomal dominant
100988,Autosomal dominant spastic paraplegia type 6,"Adolescent, Adult, Childhood",Autosomal dominant
100986,Autosomal recessive spastic paraplegia type 5A,"Adolescent, Childhood",Autosomal recessive
100985,Autosomal dominant spastic paraplegia type 4,"Adolescent, Adult, Childhood, Infancy",Autosomal dominant
101000,Autosomal recessive spastic paraplegia type 20,Infancy,Autosomal recessive
100997,X-linked spastic paraplegia type 16,Infancy,X-linked recessive
100998,Autosomal dominant spastic paraplegia type 17,"Adolescent, Adult, Childhood",Autosomal dominant
686495,MADD-related developmental delay-endocrine dysfunction-hypohemoglobinemia syndrome,Infancy,Autosomal recessive
100996,Kjellin syndrome,"Adolescent, Adult, Childhood",Autosomal recessive
686488,RNU4-2-related autosomal dominant neurodevelopmental disorder,"Antenatal, Neonatal",Autosomal dominant
100993,Autosomal dominant spastic paraplegia type 12,"Adolescent, Adult, Childhood",Autosomal dominant
101008,Autosomal recessive spastic paraplegia type 28,"Adolescent, Childhood, Infancy",Autosomal recessive
101006,Autosomal recessive spastic paraplegia type 26,"Adolescent, Childhood",Autosomal recessive
101003,Autosomal recessive spastic paraplegia type 23,Childhood,Autosomal recessive
101004,Autosomal recessive spastic paraplegia type 24,Infancy,Autosomal recessive
101001,Autosomal recessive spastic paraplegia type 21,"Adolescent, Adult, Childhood",Autosomal recessive
675782,Progressive hypotonia-intellectual disability-facial dysmorphism syndrome due to FYVE-defective RBSN,Infancy,Autosomal recessive
676039,Combined immunodeficiency due to FOXN1 haploinsufficiency,"Childhood, Infancy, Neonatal",Autosomal dominant
676125,X-linked immune dysregulation with inflammatory bowel disease due to ELF4 deficiency,Infancy,X-linked recessive
100924,Porphyria due to ALA dehydratase deficiency,"Adolescent, Childhood",Autosomal recessive
684305,Neurooculocardiogenitourinary syndrome,"Infancy, Neonatal",Autosomal dominant
100973,FRAXE intellectual disability,"Antenatal, Infancy, Neonatal",X-linked recessive
100974,FRAXF syndrome,"Antenatal, Infancy, Neonatal",Unknown
684752,Isolated anal canal duplication,Childhood,
100976,Bathing suit ichthyosis,"Infancy, Neonatal",Autosomal recessive
684226,Intellectual disability-hypotonia-facial dysmorphism-macrocephaly syndrome,"Infancy, Neonatal",Autosomal dominant
692173,Marbach-Schaaf neurodevelopmental syndrome,"Infancy, Neonatal",Autosomal dominant
692271,Cerebral proliferative angiopathy,"Adolescent, Adult, Childhood",
692193,CHAMP1-related intellectual disability-facial dysmorphism-behavioral abnormalities syndrome,"Childhood, Infancy",Autosomal dominant
692256,Isolated anogenital granulomatosis,"Adolescent, Adult, Childhood, Elderly",
692812,RAC2-related combined immunodeficiency-bronchiectasis-cancer-predisposing syndrome,Infancy,"Autosomal dominant, Autosomal recessive"
692790,ATP6AP1-CDG,"Antenatal, Infancy, Neonatal",X-linked recessive
100071,Mosaic trisomy 3 syndrome,"Antenatal, Neonatal",
688594,Combined immunodeficiency due to RELB deficiency,Infancy,Autosomal recessive
689234,RNASEH2B-related hereditary spastic paraplegia,"Infancy, Neonatal",Autosomal recessive
689397,Poirier-Bienvenu neurodevelopmental syndrome,"Infancy, Neonatal",Autosomal recessive
100044,Autosomal dominant intermediate Charcot-Marie-Tooth disease type B,"Adolescent, Adult, Childhood",Autosomal dominant
100045,Autosomal dominant intermediate Charcot-Marie-Tooth disease type C,"Adolescent, Adult, Childhood",Autosomal dominant
689829,Microphthalmia-motor delay-language delay-brain anomalies-diaphragmatic hernia syndrome,Neonatal,"Autosomal dominant, Autosomal recessive"
689822,Structural heart defects-renal anomalies syndrome,"Antenatal, Neonatal",Autosomal recessive
100016,Lissencephaly with cerebellar hypoplasia type F,"Antenatal, Neonatal",
100015,Lissencephaly with cerebellar hypoplasia type E,"Antenatal, Neonatal",
647667,Mandibuloacral dysplasia associated to MTX2,Childhood,Autosomal recessive
647676,Multiple epiphyseal dysplasia type 7,Childhood,
100012,Lissencephaly with cerebellar hypoplasia type B,"Antenatal, Infancy, Neonatal",
100011,Lissencephaly with cerebellar hypoplasia type A,"Antenatal, Neonatal",
100014,Lissencephaly with cerebellar hypoplasia type D,"Antenatal, Neonatal",
646278,CDK13-related developmental delay-intellectual disability-facial dysmorphism-congenital heart defects syndrome,"Childhood, Infancy",Autosomal dominant
100013,Lissencephaly with cerebellar hypoplasia type C,Neonatal,
100003,Intraneural perineurioma,"Adolescent, Adult, Childhood",
645749,Congenital esophageal stenosis,"Adolescent, Childhood, Infancy, Neonatal",
100002,Extraneural perineurioma,"Adolescent, Adult, Childhood, Elderly, Infancy",
99989,Intermediate DEND syndrome,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive, Not applicable"
99981,Apnea of prematurity,"Infancy, Neonatal",Not applicable
99966,Atypical teratoid rhabdoid tumor,"Antenatal, Childhood, Infancy, Neonatal",Not applicable
643549,Hao-Fountain syndrome,"Infancy, Neonatal",
643503,Marfanoid habitus-facial dysmorphism-skeletal abnormality-heart defect syndrome,Neonatal,
99955,Charcot-Marie-Tooth disease type 4B1,"Infancy, Neonatal",Autosomal recessive
99956,Charcot-Marie-Tooth disease type 4B2,Childhood,Autosomal recessive
99948,Charcot-Marie-Tooth disease type 4A,"Infancy, Neonatal",Autosomal recessive
99947,Autosomal dominant Charcot-Marie-Tooth disease type 2A2,Childhood,Autosomal dominant
99950,Charcot-Marie-Tooth disease type 4D,"Adolescent, Childhood",Autosomal recessive
99949,Charcot-Marie-Tooth disease type 4C,Childhood,Autosomal recessive
99952,Charcot-Marie-Tooth disease type 4F,Childhood,Autosomal recessive
99951,Charcot-Marie-Tooth disease type 4E,"Infancy, Neonatal",Autosomal recessive
99954,Charcot-Marie-Tooth disease type 4H,Infancy,Autosomal recessive
99953,Charcot-Marie-Tooth disease type 4G,"Adolescent, Childhood",Autosomal recessive
648992,Non-syndromic bridging bronchus,"Antenatal, Infancy, Neonatal",
99939,Autosomal dominant Charcot-Marie-Tooth disease type 2E,"Adolescent, Adult, Childhood, Infancy",Autosomal dominant
99944,Autosomal dominant Charcot-Marie-Tooth disease type 2K,"Adolescent, Adult, Childhood",Autosomal dominant
99946,Autosomal dominant Charcot-Marie-Tooth disease type 2A1,Childhood,Autosomal dominant
99931,Idiopathic pulmonary hemosiderosis,Childhood,
99932,Heiner syndrome,Infancy,
99937,Autosomal dominant Charcot-Marie-Tooth disease type 2C,"Adolescent, Adult, Childhood, Infancy",Autosomal dominant
99916,Malignant Sertoli-Leydig cell tumor of the ovary,"Adolescent, Adult, Childhood, Elderly",
99901,Acyl-CoA dehydrogenase 9 deficiency,"Childhood, Infancy, Neonatal",Autosomal recessive
99898,Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR1 deficiency,"Infancy, Neonatal",Autosomal recessive
99887,Acute megakaryoblastic leukemia in children with Down syndrome,Childhood,Not applicable
99885,Isolated permanent neonatal diabetes mellitus,"Antenatal, Infancy, Neonatal","Autosomal dominant, Autosomal recessive"
99886,Transient neonatal diabetes mellitus,"Antenatal, Neonatal","Autosomal dominant, Autosomal recessive, Not applicable"
653712,CHD4-related neurodevelopmental disorder,"Childhood, Infancy",Autosomal dominant
653725,"Autosomal recessive limb-girdle muscular dystrophy, type 28","Adolescent, Adult, Childhood",Autosomal recessive
653728,"Congenital insensitivity to pain syndrome, Marsili type","Childhood, Infancy, Neonatal",Autosomal dominant
99860,Precursor B-cell acute lymphoblastic leukemia,Childhood,Not applicable
653709,Cone rod dystrophy-short stature syndrome,Childhood,Autosomal recessive
653751,X-linked combined immunodeficiency due to SASH3 deficiency,"Adolescent, Adult, Childhood",X-linked recessive
653767,Jansen-de Vries syndrome,Infancy,Autosomal dominant
653880,Mitochondrial short-chain enoyl-CoA hydratase 1 deficiency,"Childhood, Infancy, Neonatal",Autosomal recessive
99845,Genetic recurrent myoglobinuria,Childhood,"Autosomal dominant, Autosomal recessive, Not applicable"
99843,Leukocyte adhesion deficiency type II,"Childhood, Infancy",Autosomal recessive
99844,Leukocyte adhesion deficiency type III,"Childhood, Infancy",Autosomal recessive
99853,Ovarioleukodystrophy,"Adolescent, Adult, Childhood",Autosomal recessive
652528,Supernumerary kidney,Neonatal,
99852,Ravine syndrome,Infancy,Autosomal recessive
99832,Resistance to thyrotropin-releasing hormone syndrome,Infancy,Autosomal recessive
99842,Leukocyte adhesion deficiency type I,"Childhood, Infancy",Autosomal recessive
660017,Developmental delay-language impairment-dopa responsive dystonia-parkinsonism syndrome,"Childhood, Infancy",Autosomal dominant
99812,LIG4 syndrome,"Infancy, Neonatal",Autosomal recessive
661412,Megaloblastic anemia-immunodeficiency due to folate transporter 1 deficiency,"Infancy, Neonatal",
662179,Microcephaly-hearing loss-facial dysmorphism-intellectual disability syndrome,Infancy,Autosomal dominant
662175,Macrocephaly-congenital heart disease-facial dysmorphism-intellectual disability syndrome,Neonatal,Autosomal dominant
662189,Neurodevelopmental disorder-brain malformation-facial dysmorphism-brachydactyly syndrome,"Infancy, Neonatal",Autosomal dominant
662184,Congenital muscular dystrophy-cataract-intellectual disability syndrome,"Childhood, Infancy, Neonatal",Autosomal recessive
662198,Neurodevelopmental delay-intellectual disability-skeletal defects syndrome,"Infancy, Neonatal",X-linked dominant
99798,Oligodontia,Childhood,"Autosomal dominant, Autosomal recessive, X-linked recessive"
659744,Ocular surface squamous neoplasia,"Adolescent, Adult, Childhood, Elderly",
99802,Hemimegalencephaly,Infancy,Not applicable
659873,Wormian bones-micrognathia-abnormal dentition-progeroid syndrome,"Infancy, Neonatal",Autosomal dominant
99803,Haddad syndrome,"Infancy, Neonatal","Autosomal dominant, Multigenic/multifactorial"
99806,Oculootodental syndrome,Infancy,
99807,PEHO-like syndrome,"Infancy, Neonatal",Autosomal recessive
99810,Familial porencephaly,"Infancy, Neonatal",Autosomal dominant
659396,Cohen-Gibson syndrome,"Antenatal, Neonatal",Autosomal dominant
658951,Early-onset immune dysregulation due to DOCK11 complete deficiency,"Childhood, Infancy",X-linked recessive
659609,Facial dysmorphism-global developmental delay-hypotonia-polymicrogyria syndrome,"Antenatal, Neonatal",Autosomal dominant
659463,Imagawa-Matsumoto syndrome,"Antenatal, Neonatal",Autosomal dominant
659672,Harderoporphyria,Neonatal,Autosomal recessive
99789,Dentin dysplasia type I,Childhood,"Autosomal dominant, Autosomal recessive"
659642,Rauch-Steindl syndrome,Antenatal,
659702,Intrauterine growth retardation-micrognathia-short stature-facial dysmorphism-rhizomelic shortening syndrome,"Antenatal, Neonatal",
99792,Dentin dysplasia-sclerotic bones syndrome,Infancy,
658595,DNMT3A-related microcephalic dwarfism,"Antenatal, Neonatal",Autosomal dominant
658813,Combined immunodeficiency-megaloblastic anemia due to methylenetetrahydrofolate dehydrogenase 1 deficiency,Infancy,Autosomal recessive
658843,Developmental delay-ataxia-hypotonia-facial dysmorphism syndrome,"Antenatal, Infancy, Neonatal",Autosomal dominant
99772,Cleft velum,"Infancy, Neonatal","Multigenic/multifactorial, Not applicable"
658805,Greig cephalopolysyndactyly-contiguous gene syndrome,Antenatal,
99771,Bifid uvula,"Infancy, Neonatal","Multigenic/multifactorial, Not applicable"
99776,Mosaic trisomy 9 syndrome,"Infancy, Neonatal",
631073,Autosomal recessive spastic paraplegia type 82,"Childhood, Infancy",Autosomal recessive
631076,Autosomal recessive spastic paraplegia type 83,"Adolescent, Childhood",Autosomal recessive
631079,Autosomal recessive spastic paraplegia type 84,"Childhood, Infancy",Autosomal recessive
631082,Autosomal recessive spastic paraplegia type 85,"Childhood, Infancy",Autosomal recessive
631068,Autosomal dominant spastic paraplegia type 80,"Adolescent, Childhood",Autosomal dominant
631106,Spinocerebellar ataxia type 49,"Adolescent, Adult, Childhood",Autosomal dominant
