OrphaCode,DiseaseName,GeneSymbol,GeneName,AssociationType,AssociationStatus
251370,Sickle cell S-D Punjab disease,HBB,hemoglobin subunit beta,Disease-causing germline mutation(s) in,Assessed
251375,Sickle cell S-E disease,HBB,hemoglobin subunit beta,Disease-causing germline mutation(s) in,Assessed
251365,Sickle cell S-C disease,HBB,hemoglobin subunit beta,Disease-causing germline mutation(s) in,Assessed
2319,Juberg-Hayward syndrome,ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2,Disease-causing germline mutation(s) in,Assessed
251523,Hyperzincemia and hypercalprotectinemia,PSTPIP1,proline-serine-threonine phosphatase interacting protein 1,Disease-causing germline mutation(s) in,Assessed
2315,Johanson-Blizzard syndrome,UBR1,ubiquitin protein ligase E3 component n-recognin 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
251510,"46,XY partial gonadal dysgenesis",DHX37,DEAH-box helicase 37,Disease-causing germline mutation(s) in,Assessed
251510,"46,XY partial gonadal dysgenesis",SOX9,SRY-box transcription factor 9,Disease-causing germline mutation(s) in,Assessed
251510,"46,XY partial gonadal dysgenesis",SRY,sex determining region Y,Disease-causing germline mutation(s) in,Assessed
251510,"46,XY partial gonadal dysgenesis",WWOX,WW domain containing oxidoreductase,Disease-causing germline mutation(s) in,Assessed
251510,"46,XY partial gonadal dysgenesis",ZFPM2,"zinc finger protein, FOG family member 2",Disease-causing germline mutation(s) in,Assessed
251510,"46,XY partial gonadal dysgenesis",GATA4,GATA binding protein 4,Disease-causing germline mutation(s) (loss of function) in,Assessed
251510,"46,XY partial gonadal dysgenesis",NR0B1,nuclear receptor subfamily 0 group B member 1,Role in the phenotype of,Assessed
251510,"46,XY partial gonadal dysgenesis",NR5A1,nuclear receptor subfamily 5 group A member 1,Disease-causing germline mutation(s) in,Assessed
251510,"46,XY partial gonadal dysgenesis",MAP3K1,mitogen-activated protein kinase kinase kinase 1,Disease-causing germline mutation(s) in,Assessed
251510,"46,XY partial gonadal dysgenesis",VAMP7,vesicle associated membrane protein 7,Role in the phenotype of,Assessed
2309,Pachyonychia congenita,KRT16,keratin 16,Disease-causing germline mutation(s) in,Assessed
2309,Pachyonychia congenita,KRT17,keratin 17,Disease-causing germline mutation(s) in,Assessed
2309,Pachyonychia congenita,KRT6A,keratin 6A,Disease-causing germline mutation(s) in,Assessed
2309,Pachyonychia congenita,KRT6B,keratin 6B,Disease-causing germline mutation(s) in,Assessed
251393,Localized junctional epidermolysis bullosa,COL17A1,collagen type XVII alpha 1 chain,Disease-causing germline mutation(s) in,Assessed
251393,Localized junctional epidermolysis bullosa,ITGB4,integrin subunit beta 4,Disease-causing germline mutation(s) in,Assessed
2307,IVIC syndrome,SALL4,spalt like transcription factor 4,Disease-causing germline mutation(s) in,Assessed
251295,Pigmented paravenous retinochoroidal atrophy,CRB1,crumbs cell polarity complex component 1,Disease-causing germline mutation(s) in,Assessed
251290,Parietal foramina with clavicular hypoplasia,MSX2,msh homeobox 2,Disease-causing germline mutation(s) (loss of function) in,Assessed
251287,Benign concentric annular macular dystrophy,IMPG1,interphotoreceptor matrix proteoglycan 1,Disease-causing germline mutation(s) in,Assessed
251282,Autosomal dominant spastic ataxia type 1,VAMP1,vesicle associated membrane protein 1,Disease-causing germline mutation(s) in,Assessed
251279,Microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome,MFRP,membrane frizzled-related protein,Disease-causing germline mutation(s) (loss of function) in,Assessed
251274,Familial hyperaldosteronism type III,KCNJ5,potassium inwardly rectifying channel subfamily J member 5,Disease-causing germline mutation(s) (gain of function) in,Assessed
251262,Familial osteochondritis dissecans,ACAN,aggrecan,Disease-causing germline mutation(s) in,Assessed
251347,Ataxia-telangiectasia-like disorder,MRE11,MRE11 double strand break repair nuclease,Disease-causing germline mutation(s) in,Assessed
2289,Neuronal intranuclear inclusion disease,NOTCH2NLC,notch 2 N-terminal like C,Disease-causing germline mutation(s) in,Assessed
2290,Microvillus inclusion disease,MYO5B,myosin VB,Disease-causing germline mutation(s) (loss of function) in,Assessed
2290,Microvillus inclusion disease,STX3,syntaxin 3,Disease-causing germline mutation(s) (loss of function) in,Assessed
2678,Familial isolated café-au-lait macules,LZTR1,leucine zipper like post translational regulator 1,Disease-causing germline mutation(s) in,Assessed
254864,Mitochondrial myopathy with reversible cytochrome C oxidase deficiency,TRMU,tRNA mitochondrial 2-thiouridylase,Disease-causing germline mutation(s) in,Assessed
254864,Mitochondrial myopathy with reversible cytochrome C oxidase deficiency,MT-TE,mitochondrially encoded tRNA-Glu (GAA/G),Disease-causing germline mutation(s) in,Assessed
2662,Keipert syndrome,GPC4,glypican 4,Disease-causing germline mutation(s) in,Assessed
1475,Renal coloboma syndrome,PAX2,paired box 2,Disease-causing germline mutation(s) in,Assessed
2670,Pierson syndrome,LAMB2,laminin subunit beta 2,Disease-causing germline mutation(s) (loss of function) in,Assessed
254930,Combined oxidative phosphorylation defect type 7,MTRFR,mitochondrial translation release factor in rescue,Disease-causing germline mutation(s) in,Assessed
254925,Combined oxidative phosphorylation defect type 4,TUFM,"Tu translation elongation factor, mitochondrial",Disease-causing germline mutation(s) in,Assessed
2697,Arthrogryposis-renal dysfunction-cholestasis syndrome,VPS33B,VPS33B late endosome and lysosome associated,Disease-causing germline mutation(s) in,Assessed
2697,Arthrogryposis-renal dysfunction-cholestasis syndrome,VIPAS39,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog",Disease-causing germline mutation(s) in,Assessed
254920,Combined oxidative phosphorylation defect type 2,MRPS16,mitochondrial ribosomal protein S16,Disease-causing germline mutation(s) in,Assessed
254913,Isolated ATP synthase deficiency,MT-ATP6,mitochondrially encoded ATP synthase membrane subunit 6,Disease-causing germline mutation(s) in,Assessed
254913,Isolated ATP synthase deficiency,ATP5MK,ATP synthase membrane subunit k,Disease-causing germline mutation(s) in,Assessed
254913,Isolated ATP synthase deficiency,MT-ATP8,mitochondrially encoded ATP synthase membrane subunit 8,Disease-causing germline mutation(s) in,Assessed
254913,Isolated ATP synthase deficiency,ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2,Disease-causing germline mutation(s) in,Assessed
254913,Isolated ATP synthase deficiency,ATP5F1E,ATP synthase F1 subunit epsilon,Disease-causing germline mutation(s) in,Assessed
254913,Isolated ATP synthase deficiency,ATP5F1A,ATP synthase F1 subunit alpha,Disease-causing germline mutation(s) in,Assessed
254913,Isolated ATP synthase deficiency,ATP5F1D,ATP synthase F1 subunit delta,Disease-causing germline mutation(s) in,Assessed
255182,Pyruvate dehydrogenase E3-binding protein deficiency,PDHX,pyruvate dehydrogenase complex component X,Disease-causing germline mutation(s) in,Assessed
2701,Noonan syndrome-like disorder with loose anagen hair,PPP1CB,protein phosphatase 1 catalytic subunit beta,Disease-causing germline mutation(s) in,Assessed
2701,Noonan syndrome-like disorder with loose anagen hair,SHOC2,SHOC2 leucine rich repeat scaffold protein,Disease-causing germline mutation(s) in,Assessed
255138,Pyruvate dehydrogenase E1-beta deficiency,PDHB,pyruvate dehydrogenase E1 subunit beta,Disease-causing germline mutation(s) in,Assessed
255132,Adult-onset autosomal recessive sideroblastic anemia,GLRX5,glutaredoxin 5,Disease-causing germline mutation(s) in,Assessed
2698,Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome,GJB2,gap junction protein beta 2,Disease-causing germline mutation(s) in,Assessed
254886,Autosomal recessive progressive external ophthalmoplegia,POLG,"DNA polymerase gamma, catalytic subunit",Disease-causing germline mutation(s) in,Assessed
254886,Autosomal recessive progressive external ophthalmoplegia,TK2,thymidine kinase 2,Disease-causing germline mutation(s) in,Assessed
254886,Autosomal recessive progressive external ophthalmoplegia,TOP3A,DNA topoisomerase III alpha,Disease-causing germline mutation(s) in,Assessed
254886,Autosomal recessive progressive external ophthalmoplegia,RRM1,ribonucleotide reductase catalytic subunit M1,Disease-causing germline mutation(s) in,Assessed
254881,Spinocerebellar ataxia with epilepsy,POLG,"DNA polymerase gamma, catalytic subunit",Disease-causing germline mutation(s) in,Assessed
254875,"Mitochondrial DNA depletion syndrome, myopathic form",TK2,thymidine kinase 2,Disease-causing germline mutation(s) in,Assessed
254905,Isolated cytochrome C oxidase deficiency,COX10,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10,Disease-causing germline mutation(s) in,Assessed
254905,Isolated cytochrome C oxidase deficiency,MT-CO1,mitochondrially encoded cytochrome c oxidase I,Disease-causing germline mutation(s) in,Assessed
254905,Isolated cytochrome C oxidase deficiency,MT-CO2,mitochondrially encoded cytochrome c oxidase II,Disease-causing germline mutation(s) (loss of function) in,Assessed
254905,Isolated cytochrome C oxidase deficiency,MT-CO3,mitochondrially encoded cytochrome c oxidase III,Disease-causing germline mutation(s) in,Assessed
254905,Isolated cytochrome C oxidase deficiency,COX6B1,cytochrome c oxidase subunit 6B1,Disease-causing germline mutation(s) in,Assessed
254905,Isolated cytochrome C oxidase deficiency,COX14,cytochrome c oxidase assembly factor COX14,Disease-causing germline mutation(s) in,Assessed
254905,Isolated cytochrome C oxidase deficiency,COX16,cytochrome c oxidase assembly factor COX16,Disease-causing germline mutation(s) in,Assessed
254905,Isolated cytochrome C oxidase deficiency,COX4I1,cytochrome c oxidase subunit 4I1,Disease-causing germline mutation(s) in,Assessed
254905,Isolated cytochrome C oxidase deficiency,COX20,cytochrome c oxidase assembly factor COX20,Disease-causing germline mutation(s) in,Assessed
254905,Isolated cytochrome C oxidase deficiency,COA3,cytochrome c oxidase assembly factor 3,Disease-causing germline mutation(s) in,Assessed
254905,Isolated cytochrome C oxidase deficiency,COX8A,cytochrome c oxidase subunit 8A,Disease-causing germline mutation(s) (loss of function) in,Assessed
254905,Isolated cytochrome C oxidase deficiency,COX6A2,cytochrome c oxidase subunit 6A2,Disease-causing germline mutation(s) in,Assessed
254905,Isolated cytochrome C oxidase deficiency,PET117,PET117 cytochrome c oxidase chaperone,Disease-causing germline mutation(s) in,Assessed
254905,Isolated cytochrome C oxidase deficiency,COX5A,cytochrome c oxidase subunit 5A,Disease-causing germline mutation(s) (loss of function) in,Assessed
254902,Renal tubulopathy-encephalopathy-liver failure syndrome,BCS1L,BCS1 ubiquinol-cytochrome c reductase complex chaperone,Disease-causing germline mutation(s) in,Assessed
254898,Deafness-encephaloneuropathy-obesity-valvulopathy syndrome,PDSS1,decaprenyl diphosphate synthase subunit 1,Disease-causing germline mutation(s) in,Assessed
254892,Autosomal dominant progressive external ophthalmoplegia,POLG,"DNA polymerase gamma, catalytic subunit",Disease-causing germline mutation(s) in,Assessed
254892,Autosomal dominant progressive external ophthalmoplegia,POLG2,"DNA polymerase gamma 2, accessory subunit",Disease-causing germline mutation(s) in,Assessed
254892,Autosomal dominant progressive external ophthalmoplegia,SLC25A4,solute carrier family 25 member 4,Disease-causing germline mutation(s) in,Assessed
254892,Autosomal dominant progressive external ophthalmoplegia,TWNK,twinkle mtDNA helicase,Disease-causing germline mutation(s) in,Assessed
254892,Autosomal dominant progressive external ophthalmoplegia,RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B,Disease-causing germline mutation(s) in,Assessed
2712,Oculofaciocardiodental syndrome,BCOR,BCL6 corepressor,Disease-causing germline mutation(s) in,Assessed
2717,Oculotrichoanal syndrome,FREM1,FRAS1 related extracellular matrix 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
2704,Urofacial syndrome,HPSE2,heparanase 2 (inactive),Disease-causing germline mutation(s) in,Assessed
2704,Urofacial syndrome,LRIG2,leucine rich repeats and immunoglobulin like domains 2,Disease-causing germline mutation(s) in,Assessed
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ATP6,mitochondrially encoded ATP synthase membrane subunit 6,Disease-causing germline mutation(s) in,Assessed
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ND1,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1,Disease-causing germline mutation(s) in,Assessed
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ND2,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2,Disease-causing germline mutation(s) in,Assessed
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ND3,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3,Disease-causing germline mutation(s) in,Assessed
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ND4,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4,Disease-causing germline mutation(s) in,Assessed
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ND5,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5,Disease-causing germline mutation(s) in,Assessed
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ND6,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6,Disease-causing germline mutation(s) in,Assessed
255210,Mitochondrial DNA-associated Leigh syndrome,MT-TL1,mitochondrially encoded tRNA-Leu (UUA/G) 1,Disease-causing germline mutation(s) in,Assessed
255210,Mitochondrial DNA-associated Leigh syndrome,MT-TK,mitochondrially encoded tRNA-Lys (AAA/G),Disease-causing germline mutation(s) in,Assessed
255210,Mitochondrial DNA-associated Leigh syndrome,MT-TW,mitochondrially encoded tRNA-Trp (UGA/G),Disease-causing germline mutation(s) in,Assessed
255210,Mitochondrial DNA-associated Leigh syndrome,MT-TV,mitochondrially encoded tRNA-Val (GUN),Disease-causing germline mutation(s) in,Assessed
255229,Navajo neurohepatopathy,MPV17,mitochondrial inner membrane protein MPV17,Disease-causing germline mutation(s) in,Assessed
2707,"Oculocerebrofacial syndrome, Kaufman type",UBE3B,ubiquitin protein ligase E3B,Disease-causing germline mutation(s) (loss of function) in,Assessed
255235,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy",RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B,Disease-causing germline mutation(s) in,Assessed
2710,Oculodentodigital dysplasia,GJA1,gap junction protein alpha 1,Disease-causing germline mutation(s) in,Assessed
2721,Odonto-onycho-dermal dysplasia,WNT10A,Wnt family member 10A,Disease-causing germline mutation(s) in,Assessed
260305,Autosomal recessive sideroblastic anemia,SLC25A38,solute carrier family 25 member 38,Disease-causing germline mutation(s) in,Assessed
260305,Autosomal recessive sideroblastic anemia,HSPA9,heat shock protein family A (Hsp70) member 9,Disease-causing germline mutation(s) (loss of function) in,Assessed
2754,Orofaciodigital syndrome type 6,FAM149B1,family with sequence similarity 149 member B1,Disease-causing germline mutation(s) in,Assessed
2754,Orofaciodigital syndrome type 6,OFD1,OFD1 centriole and centriolar satellite protein,Disease-causing germline mutation(s) in,Assessed
2754,Orofaciodigital syndrome type 6,TMEM216,transmembrane protein 216,Disease-causing germline mutation(s) in,Assessed
